ID,2006,2008,2010,2011,2012,2013,2014,2015,2016,2017,2020,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Flywheel_Cumulative Rated Capacity_US,,125.0,,,,,,,157.0,657.0,80657.0,Flywheel,United States,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,US
Flywheel_Cumulative Rated Power_US,240.0,740.0,4840.0,25055.0,30370.0,30970.0,62960.0,65330.0,65338.0,67338.0,87338.0,Flywheel,United States,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,US
