ID,1958,2013,2016,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Pumped hydro storage_Cumulative Rated Capacity_CA,1044000.0,3044000.0,,Pumped hydro storage,Canada,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,CA
Pumped hydro storage_Cumulative Rated Power_CA,174000.0,574000.0,4574000.0,Pumped hydro storage,Canada,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,CA
