ID,2009,2012,2014,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Lithium-ion battery_Cumulative Rated Capacity_CL,12000.0,25000.0,28960.0,Lithium-ion battery,Chile,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,CL
Lithium-ion battery_Cumulative Rated Power_CL,12000.0,52000.0,64000.0,Lithium-ion battery,Chile,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,CL
