ID,2014,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Heat thermal storage_Cumulative Rated Capacity_GB,5600.0,Heat thermal storage,United Kingdom,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,GB
Heat thermal storage_Cumulative Rated Power_GB,1400.0,Heat thermal storage,United Kingdom,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,GB
