ID,2013,2014,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Sodium-based battery_Cumulative Rated Capacity_CA,6500.0,8500.0,Sodium-based battery,Canada,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,CA
Sodium-based battery_Cumulative Rated Power_CA,1000.0,2000.0,Sodium-based battery,Canada,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,CA
