ID,2012,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Flow battery_Cumulative Rated Capacity_NZ,8.01,Flow battery,New Zealand,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,NZ
Flow battery_Cumulative Rated Power_NZ,3.0,Flow battery,New Zealand,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,NZ
