ID,1968,1973,1991,1992,1997,2000,2002,2005,2006,2008,2009,2010,2011,2012,2013,2014,2015,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Pumped hydro storage_Cumulative Rated Capacity_CN,,,,,,,,,,,,,,,,,,Pumped hydro storage,China,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,CN
Pumped hydro storage_Cumulative Rated Power_CN,41000.0,63000.0,483000.0,485000.0,1455000.0,5841000.0,5943000.0,7863000.0,10087000.0,11087000.0,14567000.0,17567000.0,23715000.0,24915000.0,26275000.0,27499000.0,30199000.0,Pumped hydro storage,China,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,CN
