ID,2016,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Electro-chemical capacitor_Cumulative Rated Capacity_CN,700.0,Electro-chemical capacitor,China,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,CN
Electro-chemical capacitor_Cumulative Rated Power_CN,1000.0,Electro-chemical capacitor,China,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,CN
