ID,2015,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Sodium-based battery_Cumulative Rated Capacity_MQ,200.4,Sodium-based battery,Martinique,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,MQ
Sodium-based battery_Cumulative Rated Power_MQ,120.0,Sodium-based battery,Martinique,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,MQ
