ID,2012,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Lead-acid battery_Cumulative Rated Capacity_IN,,Lead-acid battery,India,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,IN
Lead-acid battery_Cumulative Rated Power_IN,40.0,Lead-acid battery,India,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,IN
