ID,1979,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Pumped hydro storage_Cumulative Rated Capacity_BA,3360000.0,Pumped hydro storage,Bosnia and Herzegovina,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,BA
Pumped hydro storage_Cumulative Rated Power_BA,420000.0,Pumped hydro storage,Bosnia and Herzegovina,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,BA
