ID,2011,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Lithium-ion battery_Cumulative Rated Capacity_SE,75.0,Lithium-ion battery,Sweden,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,SE
Lithium-ion battery_Cumulative Rated Power_SE,75.0,Lithium-ion battery,Sweden,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,SE
