ID,2017,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Lithium-ion battery_Cumulative Rated Capacity_SN,400.0,Lithium-ion battery,Senegal,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,SN
Lithium-ion battery_Cumulative Rated Power_SN,100.0,Lithium-ion battery,Senegal,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,SN
