ID,2020,Technology Name,Country Name,Unit,Data Source,Metric,Spatial Scale,Country Code
Lead-acid battery_Cumulative Rated Capacity_BR,1026.0,Lead-acid battery,Brazil,kWh,DOE Global Energy Storage Database,Cumulative Rated Capacity,National,BR
Lead-acid battery_Cumulative Rated Power_BR,392.0,Lead-acid battery,Brazil,kW,DOE Global Energy Storage Database,Cumulative Rated Power,National,BR
