,Technology Name,Country Name,num values,num years,First Year of Data,First Value,Last Year of Data,Last Value
4096,BCG Vaccine,SLE,23,23,1999,0.73,2021,0.74
2478,BCG Vaccine,COG,41,41,1980,0.92,2021,0.81
4177,BCG Vaccine,LBR,23,23,1999,0.82,2021,0.81
2591,BCG Vaccine,VUT,41,41,1981,0.32,2021,0.76
2608,BCG Vaccine,TUR,41,41,1981,0.42,2021,0.95
2596,BCG Vaccine,TGO,41,41,1981,0.44,2021,0.98
2587,BCG Vaccine,ZMB,41,41,1981,0.72,2021,0.92
3006,BCG Vaccine,BEN,37,37,1985,0.27,2021,0.88
2568,BCG Vaccine,GIN,41,41,1981,0.04,2021,0.72
2577,BCG Vaccine,ZWE,41,41,1981,0.64,2021,0.88
134,Beer Production,NOR,130,130,1870,208.0,2006,2410.0
613,Beer Production,TUR,68,68,1939,57.0,2006,9059.0
91,Beer Production,HUN,141,141,1860,626.0,2007,7186.0
2269,Beer Production,GAB,42,42,1960,45.0,2003,754.0
522,Beer Production,MOZ,76,76,1930,2.0,2005,1412.0
5402,Beer Production,CZE,16,16,1992,18982.0,2007,18627.0
5157,Beer Production,ZMB,19,19,1969,2450.0,1988,825.0
527,Beer Production,EGY,76,76,1925,49.0,2001,122.0
159,Beer Production,SWE,123,123,1885,950.0,2007,4447.0
529,Beer Production,FIN,76,76,1932,105.0,2007,4499.0
5417,Beer Production,MYS,15,15,1977,767.0,1991,1413.0
3483,Beer Production,PHL,31,31,1948,316.0,1987,1175.0
95,Beer Production,DEU,140,140,1819,10200.0,2007,94781.0
65,Beer Production,AUT,149,149,1841,4424.0,2003,8980.0
5314,Beer Production,AZE,17,17,1991,5159.0,2007,328.0
526,Beer Production,ZAF,76,76,1917,296.0,1998,17908.0
518,Beer Production,CUB,76,76,1921,313.0,2007,2504.0
547,Beer Production,IND,74,74,1925,136.0,2006,3722.0
470,Beer Production,MEX,83,83,1925,540.0,2007,80510.0
282,Beer Production,AUS,119,119,1889,1408.0,2007,17067.0
490,Beer Production,NLD,80,80,1925,1944.0,2005,23851.0
492,Beer Production,PER,79,79,1927,20.0,2005,7970.0
281,Beer Production,ROU,119,119,1881,24.0,2007,18865.0
627,Beer Production,DZA,66,66,1928,83.0,2004,124.0
558,Beer Production,,73,73,1919,4420.0,1991,20579.0
2543,Beer Production,,41,41,1950,3800.0,1990,15885.0
500,Beer Production,POL,78,78,1921,1659.0,2007,36351.0
469,Beer Production,BRA,83,83,1911,681.0,2007,100203.0
1807,Beer Production,VNM,47,47,1938,100.0,2007,16553.0
3106,Beer Production,HND,36,36,1953,94.0,1988,656.0
4054,Beer Production,RWA,24,24,1965,9.0,1988,711.0
614,Beer Production,PAN,68,68,1933,73.0,2000,1399.0
4051,Beer Production,SGP,24,24,1956,383.0,1979,525.0
160,Beer Production,NZL,122,122,1886,193.0,2007,2862.0
5318,Beer Production,LVA,17,17,1991,1295.0,2007,1414.0
603,Beer Production,PRT,69,69,1937,64.0,2006,8337.0
2275,Beer Production,DEU,42,42,1947,11989.0,1988,88166.0
5211,Beer Production,ZWE,18,18,1970,430.0,2002,2957.0
154,Beer Production,ITA,125,125,1879,112.0,2004,13692.0
568,Beer Production,JAM,71,71,1937,11.0,2007,660.0
304,Beer Production,DNK,116,116,1891,730.0,2007,8016.0
337,Beer Production,CHE,111,111,1885,895.0,1995,3672.0
682,Beer Production,GTM,63,63,1931,16.0,2000,1406.0
368,Beer Production,BGR,103,103,1895,35.0,2007,5284.0
1609,Beer Production,ECU,54,54,1938,125.0,2000,353.0
333,Beer Production,JPN,112,112,1896,26.0,2007,33048.0
5902,Beer Production,SVN,11,11,1991,2203.0,2001,2546.0
33,Beer Production,FRA,158,158,1835,3381.0,2005,17199.0
376,Beer Production,URY,98,98,1891,7.5,2003,415.0
377,Beer Production,CAN,98,98,1888,744.0,2003,19299.0
5334,Beer Production,LTU,17,17,1991,1412.0,2007,2878.0
5867,Beer Production,GEO,11,11,1994,63.0,2004,476.0
381,Beer Production,ARG,97,97,1895,156.0,2007,15850.0
5335,Beer Production,BLR,17,17,1991,3389.0,2007,3556.0
5344,Beer Production,EST,17,17,1991,68.0,2007,1388.0
663,Beer Production,ISR,64,64,1935,2.0,1998,569.0
648,Beer Production,IRL,65,65,1925,3998.0,1998,12580.0
1601,Beer Production,ETH,54,54,1949,2.0,2003,2123.0
1893,Beer Production,VEN,43,43,1937,115.0,1979,4900.0
1872,Beer Production,NIC,44,44,1938,4.9,1984,522.0
1835,Beer Production,AGO,46,46,1952,18.0,1999,1609.0
5320,Beer Production,KGZ,17,17,1991,445.0,2007,140.0
3,Beer Production,GBR,202,202,1750,948.0,2004,73622.0
1840,Beer Production,THA,46,46,1962,78.0,2007,21610.0
1731,Beer Production,SLV,51,51,1932,7.1,1983,344.0
1842,Beer Production,BDI,46,46,1961,193.0,2006,1220.0
675,Beer Production,PRY,63,63,1930,17.0,1993,1710.0
1095,Beer Production,MAR,61,61,1930,83.0,1998,150.0
1850,Beer Production,IDN,45,45,1954,248.0,2002,237.0
5322,Beer Production,MKD,17,17,1991,928.0,2007,695.0
3813,Beer Production,CHN,28,28,1970,1200.0,1997,188894.0
1856,Beer Production,NGA,45,45,1949,12.0,1993,16860.0
1857,Beer Production,CMR,45,45,1957,125.0,2007,4192.0
5036,Beer Production,,20,20,1954,541.0,1973,1362.0
5330,Beer Production,HRV,17,17,1991,2248.0,2007,3810.0
1864,Beer Production,COG,44,44,1960,32.0,2003,674.0
14,Beer Production,BEL,171,171,1831,4687.0,2003,15924.0
1099,Beer Production,BOL,61,61,1937,129.0,1999,1657.0
5345,Beer Production,TJK,17,17,1991,364.0,2007,16.0
1587,Beer Production,COL,54,54,1936,648.0,1999,14213.0
437,Beer Production,CHL,88,88,1917,430.0,2007,5501.0
149,Beer Production,USA,125,125,1870,7744.0,1998,238647.0
576,Beer Production,KEN,70,70,1938,9.0,2007,3934.0
4837,Beer Production,SRB,22,22,1888,42.0,1909,112.0
580,Beer Production,,70,70,1921,550.0,2002,5764.0
4809,Beer Production,CIV,22,22,1963,233.0,1984,1245.0
3435,Beer Production,MWI,32,32,1970,146.0,2001,1033.0
2976,Beer Production,GHA,37,37,1952,38.0,1988,614.0
572,Beer Production,KOR,71,71,1933,29.0,2007,18200.0
5682,Beer Production,KAZ,13,13,1991,3133.0,2007,4110.0
1252,Beer Production,COD,57,57,1929,27.0,1986,4284.0
5777,Beer Production,TKM,12,12,1991,5.0,2002,84.0
5351,Beer Production,ARM,17,17,1991,419.0,2007,116.0
592,Beer Production,DOM,69,69,1936,10.0,2006,2134.0
2989,Beer Production,BFA,37,37,1962,38.0,1999,516.0
578,Beer Production,TZA,70,70,1938,2.0,2007,3102.0
3763,Beer Production,CRI,28,28,1951,25.0,1978,170.0
445,Beer Production,ESP,87,87,1917,279.0,2007,33502.0
5354,Beer Production,UKR,17,17,1991,13093.0,2007,31579.0
390,Beer Production,RUS,96,96,1896,5364.0,2007,114722.0
3318,Biofuels Production,GBR,20,20,2002,0.1146110325318246,2021,22.72816423480523
3309,Biofuels Production,POL,19,19,2003,1.2351010101010105,2021,43.273593376
3302,Biofuels Production,DEU,30,30,1992,0.186019524,2021,121.1886494
3311,Biofuels Production,PRT,17,17,2005,0.0382036775106082,2021,12.17178883973801
3313,Biofuels Production,FRA,30,30,1992,0.094496076,2021,106.99017963552382
3314,Biofuels Production,ESP,22,22,2000,3.064667609618105,2021,71.9438
3427,Biofuels Production,IDN,17,17,2005,0.37,2021,311.9026654714438
3316,Biofuels Production,SWE,21,21,2001,0.61064478,2021,25.665623128482174
3310,Biofuels Production,COL,17,17,2005,0.6175505050505051,2021,28.82379565964371
3304,Biofuels Production,NLD,18,18,2004,0.2476969696969697,2021,84.64170873180284
3428,Biofuels Production,KOR,20,20,2002,0.0382036775106082,2021,32.44776955957659
3319,Biofuels Production,THA,18,18,2004,0.1238484848484848,2021,89.84854163017621
3324,Biofuels Production,CHN,21,21,2001,0.191018387553041,2021,142.72185668228573
3325,Biofuels Production,IND,22,22,2000,3.59160606060606,2021,82.90513468752812
3322,Biofuels Production,CAN,23,23,1999,2.0807036860939414,2021,48.38558828492249
3327,Biofuels Production,BRA,32,32,1990,234.0189758591568,2021,839.4693336299887
3354,Biofuels Production,AUT,32,32,1990,0.2637684,2021,17.36082057655165
3339,Biofuels Production,FIN,15,15,2007,1.5589100911881937,2021,12.10240024091381
3336,Biofuels Production,BEL,13,13,2009,5.638698504000001,2021,19.429289246557374
3320,Biofuels Production,AUS,19,19,2003,1.927163106,2021,4.825776663958147
3345,Biofuels Production,USA,32,32,1990,60.23786934343434,2021,1435.8490173188034
3303,Biofuels Production,ITA,18,18,2004,10.582011396,2021,45.79252936973141
3301,Biofuels Production,ARG,22,22,2000,0.1915417256011315,2021,85.60765200035736
4709,Biogas,USA,22,22,2000,880.0,2021,2310.4
4987,Biogas,SVK,21,21,2001,1.0,2021,82.0
5010,Biogas,EST,20,20,2002,1.0,2021,11.0
5362,Biogas,JPN,16,16,2006,5.0,2021,85.0
5348,Biogas,URY,17,17,2005,1.0,2021,1.67
6027,Biogas,ARG,10,10,2012,16.6,2021,68.975
5289,Biogas,HRV,17,17,2005,2.0,2021,55.1
4863,Biogas,SYR,22,22,2000,6.705,2021,6.705
4862,Biogas,AUT,22,22,2000,24.0,2021,164.579
4861,Biogas,CZE,22,22,2000,24.985,2021,366.0
4860,Biogas,DNK,22,22,2000,41.0,2021,119.173
4858,Biogas,FIN,22,22,2000,9.0,2021,116.0
4856,Biogas,FRA,22,22,2000,34.0,2021,562.546
4854,Biogas,DEU,22,22,2000,345.0,2021,7611.0
4851,Biogas,SWE,22,22,2000,18.0,2021,2.0
4848,Biogas,GRC,22,22,2000,1.0,2021,94.297
4847,Biogas,TUR,22,22,2000,4.0,2021,999.788
4844,Biogas,GBR,22,22,2000,468.0,2021,1841.078
4842,Biogas,HUN,22,22,2000,1.0,2021,85.262
4841,Biogas,AUS,22,22,2000,90.0,2021,197.9
4865,Biogas,BEL,22,22,2000,20.0,2021,199.0
5699,Biogas,MAR,12,12,2010,1.0,2021,7.4
5761,Biogas,CHL,12,12,2010,2.0,2021,63.602
5797,Biogas,CHN,12,12,2010,71.162,2021,1710.848
5803,Biogas,PER,11,11,2011,4.8,2021,10.4
5821,Biogas,MLT,11,11,2011,3.0,2021,4.56
5826,Biogas,MUS,11,11,2011,2.0,2021,3.45
5830,Biogas,SLV,11,11,2011,6.4,2021,6.85
5832,Biogas,SRB,11,11,2011,2.0,2021,28.508
5839,Biogas,QAT,11,11,2011,8.0,2021,8.0
5067,Biogas,ROU,20,20,2002,3.0,2021,29.533
5939,Biogas,UKR,10,10,2012,7.0,2021,123.0
5940,Biogas,GLP,10,10,2012,0.2,2021,4.6
5962,Biogas,MDA,10,10,2012,0.4,2021,6.35
6000,Biogas,LBN,10,10,2012,2.0,2021,9.0
5707,Biogas,BGR,12,12,2009,3.0,2021,32.99
5418,Biogas,ISR,15,15,2007,2.128,2021,26.028
4867,Biogas,NLD,22,22,2000,59.0,2021,214.985
4869,Biogas,CHE,22,22,2000,33.0,2021,33.9
5279,Biogas,BRA,17,17,2005,42.0,2021,413.146
5422,Biogas,IDN,15,15,2007,1.06,2021,35.1
5425,Biogas,IND,15,15,2007,0.2,2021,7.04
5434,Biogas,HND,15,15,2006,2.2,2021,3.77
5446,Biogas,ZAF,15,15,2007,4.2,2021,22.985
5462,Biogas,NOR,15,15,2007,15.0,2021,7.0
5473,Biogas,PAK,15,15,2007,4.3,2021,8.65
5478,Biogas,CYP,15,15,2007,1.0,2021,12.718
4908,Biogas,MYS,21,21,2001,2.0,2021,120.0
4907,Biogas,PRY,21,21,2001,0.255,2021,2.418
5229,Biogas,CRI,18,18,2004,3.7,2021,4.96
5519,Biogas,TZA,14,14,2008,0.5,2021,0.5
5523,Biogas,REU,14,14,2008,2.0,2021,4.4
4868,Biogas,LUX,22,22,2000,1.7,2021,12.213
5550,Biogas,BLR,14,14,2008,1.2,2021,38.8
5138,Biogas,THA,19,19,2003,0.3,2021,554.25
5074,Biogas,LVA,20,20,2002,5.0,2021,60.246
4870,Biogas,PRT,22,22,2000,1.0,2021,75.243
5083,Biogas,LTU,20,20,2002,2.0,2021,37.0
5621,Biogas,PHL,13,13,2009,8.2,2021,33.25
5596,Biogas,IRN,13,13,2009,1.86,2021,10.56
4871,Biogas,POL,22,22,2000,9.0,2021,261.002
4906,Biogas,KOR,21,21,2001,1.0,2021,131.0
4874,Biogas,NZL,22,22,2000,17.0,2021,46.0
4877,Biogas,CAN,22,22,2000,104.0,2021,145.4
4879,Biogas,SVN,22,22,2000,2.0,2021,30.346
4880,Biogas,ESP,22,22,2000,30.383,2021,269.083
4882,Biogas,JOR,22,22,2000,1.0,2021,13.0
4883,Biogas,ITA,22,22,2000,180.0,2021,1379.058
4875,Biogas,MEX,22,22,2000,8.0,2021,210.744
4878,Biogas,IRL,22,22,2000,15.0,2021,59.474
1613,CO2 Pipelines,TUR,41,41,1983,90.0,2023,90.0
1632,CO2 Pipelines,DZA,20,20,2004,300.0,2023,300.0
1625,CO2 Pipelines,USA,52,52,1972,273.53,2023,7936.312050000001
1635,CO2 Pipelines,CAN,24,24,2000,66.0,2023,390.0
3580,Cable TV,USA,30,30,1968,0.076,1997,0.6507
5052,Cadmium Refining,ARG,20,20,1990,55.0,2012,30.0
335,Cadmium Refining,USA,105,105,1906,0.2300126582278481,2010,1077.3387006701414
5915,Cadmium Refining,TUR,10,10,1990,46.0,1999,64.0
5762,Cadmium Refining,FRA,12,12,1990,187.0,2002,63.0
4708,Cadmium Refining,DEU,22,22,1991,1050.0,2012,300.0
5683,Cadmium Refining,FIN,13,13,1990,569.0,2002,4.0
4892,Cadmium Refining,RUS,21,21,1992,800.0,2012,700.0
4893,Cadmium Refining,KAZ,21,21,1992,1000.0,2012,1300.0
5542,Cadmium Refining,GBR,14,14,1990,438.0,2003,22.0
5534,Cadmium Refining,DZA,14,14,1990,65.0,2003,5.0
5194,Cadmium Refining,POL,19,19,1990,373.0,2012,530.0
4304,Cadmium Refining,CHN,23,23,1990,1100.0,2012,7300.0
4305,Cadmium Refining,IND,23,23,1990,277.0,2012,620.0
5684,Cadmium Refining,BEL,13,13,1990,1960.0,2002,117.0
5239,Cadmium Refining,PRK,18,18,1990,100.0,2007,200.0
4306,Cadmium Refining,JPN,23,23,1990,2450.0,2012,1800.0
4326,Cadmium Refining,AUS,23,23,1990,638.0,2012,380.0
4325,Cadmium Refining,BRA,23,23,1990,200.0,2012,200.0
4324,Cadmium Refining,BGR,23,23,1990,309.0,2012,420.0
5439,Cadmium Refining,UKR,15,15,1992,5.0,2006,25.0
4323,Cadmium Refining,CAN,23,23,1990,1470.0,2012,1100.0
4310,Cadmium Refining,NOR,23,23,1990,286.0,2012,310.0
5241,Cadmium Refining,ITA,18,18,1990,691.0,2007,10.0
4307,Cadmium Refining,KOR,23,23,1990,750.0,2012,3000.0
4308,Cadmium Refining,MEX,23,23,1990,882.0,2012,1620.0
4311,Cadmium Refining,PER,23,23,1990,265.0,2012,684.0
4309,Cadmium Refining,NLD,23,23,1990,590.0,2012,560.0
3121,Canals,USA,68,68,1794,30.0,1861,86302.0
855,Capture Fisheries,ISR,61,61,1960,5400.0,2020,2016.0
861,Capture Fisheries,MAR,61,61,1960,167700.0,2020,1397532.69
860,Capture Fisheries,HND,61,61,1960,1700.0,2020,15818.82
859,Capture Fisheries,NIC,61,61,1960,4000.0,2020,49703.0
863,Capture Fisheries,MAC,61,61,1960,5800.0,2020,1500.0
864,Capture Fisheries,GRL,61,61,1960,34786.0,2020,259209.0
865,Capture Fisheries,GRC,61,61,1960,87100.0,2020,71476.18
858,Capture Fisheries,NER,61,61,1960,3400.0,2020,46000.0
857,Capture Fisheries,IMN,61,61,1960,4900.0,2020,2742.95
845,Capture Fisheries,MNP,61,61,1960,100.0,2020,97.38
856,Capture Fisheries,NGA,61,61,1960,56505.0,2020,783101.68
862,Capture Fisheries,MNE,15,15,2006,1524.8,2020,816.45
844,Capture Fisheries,DEU,61,61,1960,768100.0,2020,212094.66
850,Capture Fisheries,NOR,61,61,1960,1386242.0,2020,2603574.11
843,Capture Fisheries,IRQ,61,61,1960,9000.0,2020,34770.17
853,Capture Fisheries,IRL,61,61,1960,40700.0,2020,208502.06
852,Capture Fisheries,MKD,29,29,1992,195.0,2020,472.88
842,Capture Fisheries,NCL,61,61,1960,400.0,2020,3326.6
851,Capture Fisheries,JAM,61,61,1960,8500.0,2020,12874.92
841,Capture Fisheries,HKG,61,61,1960,49850.0,2020,119428.0
840,Capture Fisheries,MOZ,61,61,1960,13400.0,2020,399953.5
839,Capture Fisheries,MMR,61,61,1960,360000.0,2020,1853564.0
849,Capture Fisheries,JPN,61,61,1960,5925503.0,2020,3215130.2
846,Capture Fisheries,PLW,61,61,1960,500.0,2020,776.0
847,Capture Fisheries,PAK,61,61,1960,82647.0,2020,492783.0
848,Capture Fisheries,OMN,61,61,1960,55000.0,2020,793418.95
854,Capture Fisheries,ITA,61,61,1960,213960.0,2020,141771.46
866,Capture Fisheries,MDV,61,61,1960,13000.0,2020,148564.86
940,Capture Fisheries,PRI,61,61,1960,3100.0,2020,1579.69
869,Capture Fisheries,MDG,61,61,1960,29500.0,2020,111160.0
1027,Capture Fisheries,AZE,33,33,1988,55340.0,2020,2089.0
1028,Capture Fisheries,AUT,61,61,1960,3550.0,2020,350.0
1029,Capture Fisheries,LSO,32,32,1989,5.0,2020,57.0
1030,Capture Fisheries,CZE,28,28,1993,3185.0,2020,3729.0
1031,Capture Fisheries,COD,61,61,1960,77000.0,2020,217750.0
1032,Capture Fisheries,COG,61,61,1960,11000.0,2020,70637.35
1033,Capture Fisheries,PYF,61,61,1960,2600.0,2020,12736.12
1034,Capture Fisheries,BHR,61,61,1960,1500.0,2020,14414.0
1035,Capture Fisheries,CRI,61,61,1960,2200.0,2020,17394.87
1036,Capture Fisheries,CIV,61,61,1960,40500.0,2020,103411.36
1037,Capture Fisheries,FRA,61,61,1960,651576.0,2020,465872.1
1038,Capture Fisheries,LBR,61,61,1960,4200.0,2020,31628.68
1039,Capture Fisheries,HRV,29,29,1992,26732.08,2020,71625.09
1040,Capture Fisheries,CUB,61,61,1960,31200.0,2020,20186.2
1042,Capture Fisheries,CUW,10,10,2011,22074.0,2020,23049.82
1043,Capture Fisheries,CYP,61,61,1960,500.0,2020,1265.81
1044,Capture Fisheries,DNK,61,61,1960,568602.0,2020,732889.62
838,Capture Fisheries,HUN,61,61,1960,4900.0,2020,5406.42
993,Capture Fisheries,KGZ,33,33,1988,212.0,2020,20.0
992,Capture Fisheries,LAO,61,61,1960,12000.0,2020,70001.0
991,Capture Fisheries,DZA,61,61,1960,25500.0,2020,81465.07
960,Capture Fisheries,YEM,61,61,1960,22300.0,2020,131306.52
961,Capture Fisheries,GHA,61,61,1960,33800.0,2020,356361.01
962,Capture Fisheries,GIB,61,61,1960,1.0,2020,1.0
963,Capture Fisheries,GEO,33,33,1988,201355.0,2020,231150.0
967,Capture Fisheries,KWT,61,61,1960,3500.0,2020,3095.0
971,Capture Fisheries,AFG,61,61,1960,200.0,2020,2000.0
978,Capture Fisheries,ALB,61,61,1960,2600.0,2020,7627.16
979,Capture Fisheries,BHS,61,61,1960,1600.0,2020,7433.16
1045,Capture Fisheries,FRO,61,61,1960,109375.0,2020,646289.7
980,Capture Fisheries,ATG,61,61,1960,600.0,2020,3165.0
982,Capture Fisheries,LBN,61,61,1960,2100.0,2020,2900.0
983,Capture Fisheries,AUS,61,61,1960,55645.0,2020,179836.93
984,Capture Fisheries,ABW,61,61,1960,200.0,2020,155.0
985,Capture Fisheries,ARM,33,33,1988,2419.0,2020,542.0
986,Capture Fisheries,ARG,61,61,1960,103800.0,2020,837589.49
987,Capture Fisheries,AGO,61,61,1960,257300.0,2020,377345.0
989,Capture Fisheries,ASM,48,48,1973,100.0,2020,871.17
990,Capture Fisheries,LVA,33,33,1988,541212.0,2020,103484.0
981,Capture Fisheries,GMB,61,61,1960,4500.0,2020,50989.79
959,Capture Fisheries,ZAF,61,61,1960,879000.0,2020,602703.02
1046,Capture Fisheries,DJI,61,61,1960,900.0,2020,2322.5
1048,Capture Fisheries,DOM,61,61,1960,1300.0,2020,9880.49
1073,Capture Fisheries,BWA,61,61,1960,400.0,2020,33.0
1074,Capture Fisheries,BRA,61,61,1960,251000.0,2020,709390.64
1075,Capture Fisheries,CHN,61,61,1960,2215094.0,2020,13445983.02
1076,Capture Fisheries,GAB,61,61,1960,6000.0,2020,29000.0
1077,Capture Fisheries,BRN,61,61,1960,800.0,2020,13091.04
1078,Capture Fisheries,BGR,61,61,1960,7800.0,2020,6295.8
1079,Capture Fisheries,BFA,61,61,1960,2000.0,2020,29104.0
1080,Capture Fisheries,BDI,61,61,1960,9200.0,2020,19589.0
1081,Capture Fisheries,CPV,61,61,1960,1600.0,2020,19291.98
1082,Capture Fisheries,KHM,61,61,1960,35000.0,2020,532860.0
1083,Capture Fisheries,CMR,61,61,1960,51700.0,2020,281630.0
1084,Capture Fisheries,CAN,61,61,1960,928067.0,2020,739680.32
1085,Capture Fisheries,CYM,42,42,1979,500.0,2020,125.0
1086,Capture Fisheries,CAF,61,61,1960,2000.0,2020,29000.0
1087,Capture Fisheries,TCD,61,61,1960,40000.0,2020,107000.0
1088,Capture Fisheries,CHL,61,61,1960,346742.0,2020,2182768.11
1089,Capture Fisheries,ETH,61,61,1960,8300.0,2020,60002.0
1072,Capture Fisheries,BIH,29,29,1992,201.0,2020,305.0
1071,Capture Fisheries,BOL,61,61,1960,700.0,2020,7500.0
1070,Capture Fisheries,BTN,61,61,1960,100.0,2020,15.0
1069,Capture Fisheries,BMU,61,61,1960,500.0,2020,358.48
1049,Capture Fisheries,ECU,61,61,1960,44300.0,2020,635191.68
1050,Capture Fisheries,EGY,61,61,1960,83900.0,2020,418683.0
1051,Capture Fisheries,SLV,61,61,1960,7300.0,2020,52988.97
1052,Capture Fisheries,GNQ,61,61,1960,900.0,2020,6042.46
1054,Capture Fisheries,FIN,61,61,1960,65500.0,2020,141128.0
1055,Capture Fisheries,FJI,61,61,1960,3000.0,2020,42723.12
1056,Capture Fisheries,ERI,28,28,1993,475.0,2020,5565.0
1057,Capture Fisheries,EST,33,33,1988,397381.0,2020,74142.44
1047,Capture Fisheries,DMA,61,61,1960,500.0,2020,854.0
1058,Capture Fisheries,SWZ,53,53,1968,50.0,2020,60.0
1061,Capture Fisheries,COL,61,61,1960,29800.0,2020,77314.74
1062,Capture Fisheries,VGB,61,61,1960,300.0,2020,1122.0
1063,Capture Fisheries,BGD,61,61,1960,351333.0,2020,1919505.0
1064,Capture Fisheries,BRB,61,61,1960,5213.0,2020,1516.6
1065,Capture Fisheries,BLR,33,33,1988,2848.0,2020,939.05
1066,Capture Fisheries,BEL,61,61,1960,63700.0,2020,19953.8
1067,Capture Fisheries,BLZ,61,61,1960,900.0,2020,186899.16
1068,Capture Fisheries,BEN,61,61,1960,26000.0,2020,73965.0
1059,Capture Fisheries,COM,61,61,1960,817.0,2020,20755.44
868,Capture Fisheries,MWI,61,61,1960,13600.0,2020,171115.22
958,Capture Fisheries,SOM,61,61,1960,4500.0,2020,30000.0
956,Capture Fisheries,SLB,61,61,1960,4000.0,2020,41016.67
895,Capture Fisheries,PRY,61,61,1960,600.0,2020,16975.0
896,Capture Fisheries,USA,61,61,1960,2714623.0,2020,4253236.0
897,Capture Fisheries,TUV,43,43,1978,80.0,2020,11294.0
898,Capture Fisheries,LCA,61,61,1960,600.0,2020,1423.83
899,Capture Fisheries,UGA,61,61,1960,62600.0,2020,566261.2
900,Capture Fisheries,UKR,33,33,1988,968972.0,2020,68644.95
901,Capture Fisheries,ARE,61,61,1960,30000.0,2020,66481.0
902,Capture Fisheries,GBR,61,61,1960,1015166.0,2020,626043.4
903,Capture Fisheries,URY,61,61,1960,10900.0,2020,62879.87
904,Capture Fisheries,UZB,33,33,1988,5750.0,2020,46100.02
905,Capture Fisheries,KNA,61,61,1960,600.0,2020,646.54
906,Capture Fisheries,VUT,61,61,1960,1400.0,2020,51559.47
907,Capture Fisheries,VEN,61,61,1960,84700.0,2020,258423.74
908,Capture Fisheries,VNM,61,61,1960,435500.0,2020,3421880.15
909,Capture Fisheries,LKA,61,61,1960,48103.0,2020,387042.8
910,Capture Fisheries,TCA,61,61,1960,830.0,2020,1297.0
911,Capture Fisheries,MAF,14,14,2007,90.0,2020,90.0
894,Capture Fisheries,PNG,61,61,1960,12200.0,2020,217797.47
893,Capture Fisheries,PAN,61,61,1960,11000.0,2020,187704.9
892,Capture Fisheries,MCO,48,48,1973,1.0,2020,1.0
891,Capture Fisheries,MDA,33,33,1988,1460.0,2020,50.0
870,Capture Fisheries,MNG,60,60,1961,250.0,2020,25.0
872,Capture Fisheries,LTU,33,33,1988,411535.0,2020,91083.37
874,Capture Fisheries,SWE,61,61,1960,249542.0,2020,179642.8
875,Capture Fisheries,LBY,61,61,1960,2013.0,2020,31627.35
876,Capture Fisheries,GRD,61,61,1960,300.0,2020,1812.58
877,Capture Fisheries,MLI,61,61,1960,80000.0,2020,117690.0
878,Capture Fisheries,MLT,61,61,1960,1219.0,2020,2103.23
879,Capture Fisheries,GUM,61,61,1960,100.0,2020,44.35
912,Capture Fisheries,TKM,33,33,1988,44445.0,2020,14605.0
880,Capture Fisheries,MHL,55,55,1966,100.0,2020,88202.61
883,Capture Fisheries,GTM,61,61,1960,1000.0,2020,11276.37
884,Capture Fisheries,GIN,61,61,1960,4000.0,2020,309570.0
885,Capture Fisheries,GNB,61,61,1960,700.0,2020,62392.45
886,Capture Fisheries,MUS,61,61,1960,2500.0,2020,25988.88
887,Capture Fisheries,MEX,61,61,1960,196413.0,2020,1511892.56
888,Capture Fisheries,GUY,61,61,1960,5700.0,2020,39986.9
889,Capture Fisheries,FSM,61,61,1960,400.0,2020,193747.86
890,Capture Fisheries,HTI,61,61,1960,3000.0,2020,16350.0
881,Capture Fisheries,MRT,61,61,1960,20000.0,2020,678425.0
957,Capture Fisheries,ZMB,61,61,1960,19500.0,2020,106836.0
913,Capture Fisheries,VCT,61,61,1960,400.0,2020,2124.17
915,Capture Fisheries,TUN,61,61,1960,16650.0,2020,103253.23
938,Capture Fisheries,ROU,61,61,1960,24300.0,2020,7972.88
939,Capture Fisheries,QAT,61,61,1960,800.0,2020,15086.6
941,Capture Fisheries,PRT,61,61,1960,489781.0,2020,159947.96
942,Capture Fisheries,POL,61,61,1960,175911.0,2020,206390.3
943,Capture Fisheries,PHL,61,61,1960,437596.0,2020,1914854.37
944,Capture Fisheries,KAZ,33,33,1988,77972.0,2020,45814.7
945,Capture Fisheries,SRB,15,15,2006,2632.0,2020,1932.0
946,Capture Fisheries,KEN,61,61,1960,12600.0,2020,122979.0
947,Capture Fisheries,SYC,61,61,1960,1800.0,2020,132415.9
948,Capture Fisheries,SLE,61,61,1960,20000.0,2020,200630.0
949,Capture Fisheries,SGP,61,61,1960,9200.0,2020,1417.69
950,Capture Fisheries,KIR,61,61,1960,5000.0,2020,212750.79
951,Capture Fisheries,PRK,61,61,1960,299190.0,2020,202000.0
952,Capture Fisheries,ZWE,61,61,1960,1300.0,2020,18738.0
953,Capture Fisheries,SXM,10,10,2011,253.0,2020,253.0
954,Capture Fisheries,SVK,28,28,1993,1185.0,2020,1736.0
955,Capture Fisheries,SVN,29,29,1992,3905.0,2020,312.02
937,Capture Fisheries,PSE,26,26,1995,1229.0,2020,3390.0
936,Capture Fisheries,RUS,33,33,1988,8032507.0,2020,5081017.06
