Technology Name,Country Name,Metric,Unit,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,Data Source,Country Code,Spatial Scale,ID
Fluid Catalytic Cracking Refineries,World,Net Total Capacity,MW,451615.97791583714,482735.3202893875,515998.99217543943,551554.7521288814,589560.5402510545,630185.1797659721,673609.1269398015,720025.2726747838,769639.7993383005,822673.0966331598,879360.7405774544,939954.5399425164,1004723.6547976497,1073955.7921297783,1147958.483849362,1227060.4528593859,1311613.0732555825,1401991.931144157,1498598.493010222,1601861.8890479119,1712240.819373787,1830225.5915910162,1956340.2987552714,2091145.1474169465,2235238.9460809603,2389261.7651379737,2553897.7800825513,2879884.572332317,3097632.1490377146,3330311.3297146847,3636895.714192631,3925248.289803608,4226159.8039066605,4554619.088882717,4831828.293114122,5004497.2704209,5231951.935837787,5389219.2108327905,5472256.034184399,5559665.343476796,5614657.414949569,5539253.357869988,5413121.082724863,5254431.345596338,5194616.041771427,5171669.538075484,5148812.532993372,5192054.784945112,5190159.907969626,5230561.84909155,5284131.644780793,5263756.588378215,5210429.82633784,5259310.926589336,5344494.512533729,5389911.818641454,5444670.525493268,5580490.782508431,5641183.894473404,5788395.19066687,5803304.215447155,5871462.157286486,5908704.005557977,5919838.030063,6019775.325421166,6056144.043365651,6139703.8095870195,6227195.4595443895,Wilson & Grubler,World,Global,Fluid Catalytic Cracking Refineries_Net Total Capacity_World
Fluid Catalytic Cracking Refineries,World,Net Total No. of Units, #,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wilson & Grubler,World,Global,Fluid Catalytic Cracking Refineries_Net Total No. of Units_World
Fluid Catalytic Cracking Refineries,US, Average Capacity of Unit Additions,MW,,,1062.5,,,,,,1770.8333333333333,,,,,,,2833.333333333333,,,,,4250.0,,,,,,7083.333333333333,,,,,,,,,,,9916.666666666666,,,,,,,,,,9916.666666666666,,,,,,,9916.666666666666,,,,,,7621.666666666666,,,,,,,,Wilson & Grubler,US,National,Fluid Catalytic Cracking Refineries_ Average Capacity of Unit Additions_US
Fluid Catalytic Cracking Refineries,US,Maximum Capacity of Unit Additions,MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wilson & Grubler,US,National,Fluid Catalytic Cracking Refineries_Maximum Capacity of Unit Additions_US
