ID,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Milk_Annual Production_BD,,,,,,,,,,,,,,,,,,,,,,,,,,987.0,996.0,997.0,1019.0,1036.0,1039.0,1133.0,1154.0,1434.0,1474.0,1493.0,1536.0,1568.0,1604.0,1281.0,946.0,963.0,976.0,992.0,1311.0,1356.0,1249.0,1673.0,1764.0,1892.0,1985.0,2092.0,2154.0,2075.0,2096.0,2112.0,2139.0,2139.0,2342.2,2458.53,2585.93,2721.54,2865.15,3025.83,3189.51,3362.0,in thousands of metric tons,Milk,Bangladesh,BD,National,Mitchell,Annual Production
