ID,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Beer_Annual Production_DD,,,11989.0,10685.0,13424.0,17057.0,22533.0,25849.0,27318.5,27247.0,30912.0,33917.0,38886.0,40941.0,44300.0,47324.0,51492.0,55215.0,59156.0,66521.0,67439.0,70206.0,71342.0,73231.0,78795.0,81609.0,84474.0,85881.0,87450.0,87688.0,88426.0,91391.0,90017.0,87919.0,87851.0,89569.0,90857.0,91183.0,91626.0,87725.0,88375.0,89129.0,87804.0,88166.0,,,in thousands of hectolitres,Beer,West Germany,DD,National,Mitchell,Annual Production
