ID,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Nickel_Annual Production_BW,,,,,3.0,6.0,13.0,12.0,16.0,16.0,15.0,18.0,18.0,18.0,19.0,20.0,19.0,17.0,23.0,24.0,23.0,24.0,23.0,23.0,19041.0,18088.0,22095.0,20157.0,22851.0,22898.0,21446.0,22454.0,23896.0,27400.0,22292.0,28212.0,26762.0,22844.0,28940.0,thousand metric tons,Nickel,Botswana,BW,National,Mitchell,Annual Production
