ID,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Beer_Annual Production_FI,,,,,,,,,,,,,,,,,,105.0,141.0,191.0,233.0,297.0,368.0,405.0,373.0,473.0,423.0,411.0,534.0,582.0,591.0,593.0,605.0,669.0,705.0,776.0,878.0,881.0,896.0,889.0,932.0,902.0,908.0,860.0,894.0,917.0,966.0,935.0,986.0,996.0,1180.0,1178.0,1395.0,1581.0,2381.0,2424.0,2383.0,2500.0,2597.0,2489.0,2494.0,2455.0,2732.0,2526.0,2698.0,2822.0,2840.0,2804.0,2905.0,2956.0,3170.0,3285.0,3427.0,3789.0,3947.0,4151.0,4418.0,4685.0,4579.0,4524.0,4702.0,4980.0,4840.0,4341.0,4733.0,4559.0,4650.0,4777.0,4606.0,4948.0,4527.0,4557.0,4499.0,in thousands of hectolitres,Beer,Finland,FI,National,Mitchell,Annual Production
