ID,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Milk_Annual Production_AU,,,2162.0,2033.0,2186.0,2603.0,2702.0,2524.0,2652.0,2595.0,1975.0,2497.0,2759.0,2537.0,2397.0,2832.0,3432.0,3114.0,3056.0,3918.0,3625.0,3499.0,3760.0,3850.0,3883.0,4362.0,4867.0,5065.0,5368.0,5554.0,5332.0,5058.0,5422.0,5573.0,5883.0,5584.0,5183.0,5135.0,4849.0,4747.0,4986.0,5061.0,5531.0,5638.0,5773.0,5578.0,4909.0,5696.0,5576.0,6214.0,6571.0,6365.0,5926.0,6238.0,6592.0,6277.0,6766.0,6879.0,7013.0,7128.0,7133.0,7521.0,7019.0,7176.0,7756.0,7474.0,7298.0,7167.0,6965.0,6677.0,6421.0,5933.0,5643.0,5837.0,5548.0,5181.0,5421.0,5685.0,6087.0,6205.0,6205.0,6333.0,6298.0,6462.0,6465.0,6435.0,6578.0,6941.0,7554.0,8327.0,8460.0,8716.0,9024.0,9438.0,10175.0,10847.0,10545.0,11271.0,10326.0,10076.0,10127.0,10089.0,9583.0,9223.0,9388.0,9023.0,in thousand metric tons,Milk,Australia,AU,National,Mitchell,Annual Production
