ID,1910,1911,1912,1913,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Synthetic Filaments_Annual Production_AT,,,,0.7,,,,0.7,1.1,1.0,1.5,1.3,1.7,1.5,1.4,0.8,,0.4,0.4,0.9,0.9,0.9,1.0,1.1,5.9,20.8,32.7,32.7,31.8,21.1,1.5,2.3,4.2,10.8,17.6,32.8,43.7,32.7,30.9,39.0,41.9,44.7,50.3,50.9,55.8,58.1,51.4,55.7,60.5,64.7,67.9,66.3,66.8,76.4,81.5,86.5,102.0,107.0,116.0,122.0,101.0,131.0,129.0,138.0,140.0,141.0,142.0,131.0,139.0,142.0,142.0,139.0,136.0,136.0,140.0,146.0,111.0,122.0,74.0,thousand metric tons,Synthetic Filaments,Austria,AT,National,Mitchell,Annual Production
