ID,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Milk_Annual Production_CZ,3454.0,3134.0,3125.0,3134.0,2787.0,2716.0,2818.0,2789.0,2783.0,2729.0,2646.0,2602.0,2661.0,2767.13,2755.97,2801.32,2780.66,2683.03,in thousands of tons,Milk,Czech Republic,CZ,National,Mitchell,Annual Production
