ID,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Milk_Annual Production_NL,2439.0,2314.0,2423.0,2536.0,2576.0,2619.0,2530.0,2706.0,2680.0,2877.0,2943.0,3026.0,3125.0,3217.0,2650.0,1944.0,2162.0,2513.0,2981.0,3080.0,3401.0,3627.0,3726.0,3982.0,4167.0,4263.0,4351.0,4418.0,4544.0,4607.0,4732.0,4778.0,4996.0,5165.0,5340.0,5325.0,5512.0,5194.0,4089.0,3117.0,2715.0,2583.0,2546.0,3911.0,3918.0,4687.0,5464.0,5771.0,5679.0,5601.0,5830.0,5863.0,5725.0,5822.0,5876.0,6134.0,6299.0,6721.0,6952.0,7283.0,7020.0,6971.0,7151.0,7242.0,7520.0,7791.0,7915.0,8238.0,8392.0,8951.0,9354.0,9915.0,10221.0,10490.0,10612.0,11367.0,11562.0,11785.0,12148.0,12750.0,13240.0,12782.0,12559.0,12665.0,11698.0,11425.0,11354.0,11180.0,11050.0,10909.0,11010.0,10873.0,11294.0,11013.0,10922.0,10995.0,11174.0,11155.0,10970.0,10677.0,11075.0,10905.0,10532.0,10989.1,11061.8,11285.9,11468.6,11631.0,in thousands of tons,Milk,Netherlands,NL,National,Mitchell,Annual Production
