ID,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Beer_Annual Production_TJ,364,135,82,67,47,6,6,9,7,4,8,9,9,11,13,16,16,in thousands of hectolitres,Beer,Tajikistan,TJ,National,Mitchell,Annual Production
