ID,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Milk_Annual Production_SE,,,,,,,,,,1990.0,2162.0,2165.0,2157.0,2196.0,2372.0,2455.0,2653.0,2778.0,2962.0,3156.0,3102.0,2722.0,2516.0,2829.0,3106.0,3829.5,4625.0,4489.0,4402.0,4647.0,4852.0,4705.0,4438.0,4420.0,4275.0,4062.0,3935.0,4034.0,3980.0,3860.0,3926.0,3977.0,3927.0,3782.0,3640.0,3655.0,3538.0,3318.0,3301.0,3180.0,2932.0,2879.0,2997.0,3033.0,3112.0,3168.0,3247.0,3249.0,3298.0,3394.0,3465.0,3496.0,3654.0,3714.0,3774.0,3675.0,3515.0,3461.0,3446.0,3356.0,3523.0,3200.0,3168.0,3349.0,3421.0,3304.0,3258.0,3276.0,3277.0,3299.0,3297.0,3290.0,3226.0,3206.0,3229.0,3229.0,3172.0,3025.0,3029.0,2974.0,2920.1,in thousands of tons,Milk,Sweden,SE,National,Mitchell,Annual Production
