ID,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Tin_Annual Production_MY,67.0,67.0,70.0,66.0,65.0,56.0,60.0,50.0,51.0,53.0,58.0,72.0,76.0,77.0,78.0,101.0,107.0,98.0,89.0,51.0,48.0,50.0,61.0,86.0,97.0,65.0,82.0,129.0,127.0,10.0,15.0,5.0,2.0,12.0,30.0,50.0,64.0,70.0,67.0,64.0,63.0,72.0,72.0,74.0,72.0,46.0,46.0,78.0,80.0,83.0,85.0,73.0,74.0,72.0,78.0,90.0,88.0,91.0,87.0,91.0,82.0,84.0,83.0,77.0,66.0,72.0,73.0,71.0,70.0,63.0,53.0,46.0,45.0,44.0,44.0,47.0,52.0,49.0,43.0,46.0,40.0,38.0,39.0,38.0,35.0,27.0,29.0,26.0,30.0,31.0,18.0,,,,,,thousand metric tons,Tin,Malaysia,MY,National,Mitchell,Annual Production
