ID,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Crude Petroleum_Annual Production_GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.0,505.0,753.0,800.0,774.0,827.0,887.0,1058.0,1264.0,1447.0,3444.0,4642.0,5027.0,5423.0,5785.0,6304.0,7598.0,10202.0,11096.0,11326.0,11267.0,10600.0,10316.0,8895.0,7652.0,7792.0,7870.0,7919.0,8626.0,8295.0,7783.0,7968.0,10928.0,13495.0,14745.0,14658.0,15583.0,17214.0,18419.0,18561.0,18768.0,17792.0,15874.0,13797.0,13087.0,12783.0,13696.0,13696.0,13493.0,12073.0,12276.0,11972.0,thousand metric tons,Crude Petroleum,Gabon,GA,National,Mitchell,Annual Production
