ID,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Beer_Annual Production_AR,,,,,156.0,,,,,,,,,,,648.0,701.0,816.0,863.0,981.0,1003.0,1094.0,1255.0,751.0,733.0,772.0,788.0,962.0,,,,,,,2002.0,2030.0,2127.0,1981.0,2132.0,1828.0,1347.0,1158.0,983.0,1344.0,1330.0,1237.0,1436.0,1412.0,1539.0,1478.0,1476.0,1848.0,2161.0,2298.0,2575.0,2467.0,3151.0,3446.0,3738.0,3894.0,4009.0,3881.0,3447.0,3732.0,3689.0,3522.0,3568.0,3875.0,2323.0,2430.0,2436.0,1987.0,1239.0,1722.0,2492.0,2256.0,2496.0,3012.0,3172.0,3565.0,2970.0,2970.0,3033.0,4456.0,3955.0,2839.0,2710.0,2048.0,2148.0,2280.0,2102.0,2225.0,3157.0,4079.0,3827.0,5548.0,5861.0,5232.0,5110.0,6173.0,7991.0,9518.0,10305.0,11272.0,10913.0,11615.0,12687.0,12395.0,12448.0,12685.0,12390.0,11990.0,12950.0,13410.0,13960.0,14825.0,15850.0,in thousands of hectolitres,Beer,Argentina,AR,National,Mitchell,Annual Production
