ID,1899,1900,1901,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Milk_Annual Production_JP,19.0,21.0,23.0,30.0,33.0,38.0,39.0,44.0,48.0,50.0,51.0,51.0,53.0,56.0,58.0,64.0,63.0,63.0,66.0,85.0,103.0,112.0,120.0,132.0,146.0,149.0,154.0,169.0,182.0,197.0,202.0,222.0,246.0,277.0,290.0,302.0,332.0,360.0,384.0,393.0,358.0,,,,135.0,156.0,184.0,279.0,367.0,438.0,584.0,712.0,929.0,1000.0,1154.0,1362.0,1548.0,1715.0,1887.0,2114.0,2437.0,2761.0,3020.0,3224.0,3413.0,3570.0,4020.0,4514.0,4769.0,4827.0,4939.0,4908.0,4868.0,4961.0,5262.0,5735.0,6117.0,6463.0,6504.0,6610.0,6747.0,7042.0,7138.0,7380.0,7457.0,7335.0,7608.0,8059.0,8190.0,8180.0,8576.0,8625.0,8389.0,8382.0,8657.0,8645.0,8572.0,8460.0,8497.0,8300.0,8385.0,8400.0,8329.0,8285.22,8138.0,8007.42,7982.03,7909.49,7720.46,in thousands of metric tons,Milk,Japan,JP,National,Mitchell,Annual Production
