ID,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Sulphuric Acid_Annual Production_IE,,,,,,,,42.0,48.0,58.0,57.0,45.0,40.0,37.0,40.0,44.0,52.0,54.0,55.0,,,,,,,,50.0,55.0,53.0,53.0,62.0,70.0,58.0,51.0,66.0,66.0,65.0,60.0,54.0,73.0,95.0,129.0,,,,,,,,,,,,,,thousand metric tons,Sulphuric Acid,Ireland,IE,National,Mitchell,Annual Production
