ID,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Crude Petroleum_Annual Production_GB,,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.2,11.4,37.4,52.9,76.6,78.9,87.9,100.0,111.0,121.0,122.0,121.0,118.0,109.0,87.0,88.0,87.0,89.0,94.0,119.0,121.0,122.0,119.0,116.0,140.0,130.0,121.0,120.0,97.835,87.516,77.179,69.665,70.357,65.497,in millions of metric tons,Crude Petroleum,UK,GB,National,Mitchell,Annual Production
