ID,1917,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Beer_Annual Production_MA,,,,,,,,,,,,83.0,94.0,88.0,90.0,71.0,48.0,47.0,57.0,94.0,118.0,189.0,214.0,272.0,306.0,309.0,195.0,187.0,262.0,260.0,240.0,300.0,245.0,225.0,300.0,300.0,500.0,460.0,500.0,495.0,308.0,315.0,310.0,290.0,277.0,310.0,221.0,225.0,248.0,302.0,334.0,404.0,338.0,307.0,281.0,246.0,254.0,316.0,469.0,411.0,420.0,453.0,402.0,376.0,383.0,393.0,411.0,,,,,,,,,119.0,139.0,110.0,79.0,150.0,,,,,,,,,,in thousand hectolitres,Beer,Morocco,MA,National,Mitchell,Annual Production
