ID,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Milk_Annual Production_GR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521.0,510.0,528.0,553.0,557.0,555.0,646.0,660.0,710.0,716.0,678.0,661.0,674.0,666.0,657.0,613.0,610.0,575.0,570.0,643.0,628.0,630.0,680.0,670.0,695.0,660.0,695.0,720.0,738.0,740.0,737.0,769.0,777.0,748.0,758.0,740.0,736.0,728.0,780.0,807.73,801.185,820.0,784.0,774.6,in thousands of tons,Milk,Greece,GR,National,Mitchell,Annual Production
