ID,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Sugar Output_Annual Production_ZA,,,,,1.0,2.0,2.0,2.0,4.0,7.0,5.0,7.0,6.0,9.0,8.0,8.0,9.0,9.0,9.0,11.0,11.0,13.0,11.0,9.0,9.0,17.0,12.0,12.0,17.0,19.0,16.0,15.0,16.0,16.0,16.0,12.0,27.0,16.0,20.0,21.0,6.0,20.0,30.0,,,17.0,37.0,21.0,35.0,20.0,27.0,21.0,24.0,33.0,79.0,72.0,87.0,88.0,93.0,102.0,114.0,116.0,99.0,143.0,172.0,130.0,133.0,140.0,185.0,146.0,218.0,220.0,224.0,269.0,271.0,357.0,296.0,326.0,355.0,325.0,379.0,405.0,460.0,474.0,540.0,520.0,410.0,476.0,531.0,557.0,445.0,441.0,533.0,551.0,509.0,622.0,484.0,608.0,658.0,752.0,852.0,770.0,871.0,1023.0,946.0,902.0,997.0,1083.0,1147.0,1266.0,909.0,1628.0,1822.0,1505.0,1622.0,1399.0,1865.0,1915.0,1732.0,1883.0,1801.0,2042.0,2084.0,2082.0,2079.0,1611.0,2218.0,2304.0,1495.0,2560.0,2280.0,2248.0,2235.0,2469.0,2293.0,2289.0,2289.0,1508.0,1172.0,1777.0,1732.0,2471.0,2419.0,2985.0,2547.0,2691.0,2311.0,2767.0,2041.89,1909.48,2126.5,2027.54,1972.4,1925.54,1865.51,1601.56,in thousand metric tons,Sugar Output,South Africa,ZA,National,Mitchell,Annual Production
