ID,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Zinc_Annual Production_JP,2.0,6.0,21.0,39.0,55.0,40.0,20.0,16.0,10.0,12.0,14.0,14.0,17.0,17.0,17.0,19.0,22.0,25.0,25.0,27.0,31.0,32.0,34.0,39.0,49.0,56.0,57.0,61.0,64.0,60.0,62.0,60.0,26.0,11.0,15.0,21.0,32.0,46.0,54.0,68.0,77.0,102.0,113.0,140.0,142.0,145.0,165.0,187.0,219.0,254.0,291.0,324.0,387.0,450.0,520.0,609.0,717.0,681.0,720.0,809.0,844.0,851.0,702.0,742.0,778.0,768.0,789.0,735.0,670.0,662.0,701.0,754.0,740.0,708.0,666.0,678.0,664.0,688.0,731.0,730.0,696.0,666.0,664.0,599.0,603.0,608.0,633.0,654.0,644.0,640.0,651.0,,,,,,thousand metric tons,Zinc,Japan,JP,National,Mitchell,Annual Production
