ID,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Beer_Annual Production_UZ,1759.0,,1363.0,1291.0,724.0,677.0,619.0,569.0,422.0,609.0,,,,,,,,in thousands of hectolitres,Beer,Uzbekistan,UZ,National,Mitchell,Annual Production
