ID,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Zinc_Annual Production_AU,,,,,,,,0.2,0.2,0.2,0.5,0.3,0.3,0.3,0.4,0.6,,,,,,0.3,0.3,0.6,1.0,1.0,1.1,,0.5,1.7,2.6,4.2,5.1,5.4,5.3,4.2,10.0,6.6,9.8,1.7,24.0,42.0,47.0,46.0,48.0,50.0,51.0,53.0,56.0,55.0,54.0,55.0,55.0,69.0,72.0,71.0,71.0,72.0,77.0,79.0,75.0,77.0,80.0,85.0,77.0,71.0,83.0,83.0,85.0,78.0,89.0,92.0,106.0,103.4,107.4,112.4,117.3,118.3,122.4,141.7,172.0,187.4,192.7,205.0,202.0,202.8,212.7,238.5,269.9,261.0,282.7,310.0,289.0,250.0,210.6,268.7,267.2,313.2,305.0,279.0,305.5,292.5,302.8,292.3,301.5,304.5,309.7,308.5,299.5,319.5,325.5,332.5,320.0,316.5,334.5,323.5,314.0,323.0,405.0,534.0,572.0,570.0,0.0,thousands metric tons,Zinc,Australia,AU,National,Mitchell,Annual Production
