ID,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Beer_Annual Production_AZ,5159,1855,1148,1114,1022,1013,1016,1011,69,71,116,125,133,184,249,309,328,in thousands of hectolitres,Beer,Azerbaijan,AZ,National,Mitchell,Annual Production
