ID,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Nickel_Annual Production_CA,,,,,0.4,0.6,1.8,1.1,1.8,2.2,1.8,1.5,1.8,2.5,2.6,3.2,4.2,4.9,5.7,4.8,8.6,9.7,9.6,8.7,12.0,17.0,15.0,20.0,23.0,20.0,31.0,38.0,38.0,42.0,20.0,28.0,8.8,8.0,28.0,31.0,33.0,30.0,30.0,44.0,50.0,47.0,30.0,14.0,38.0,58.0,63.0,77.0,102.0,96.0,103.0,111.0,128.0,129.0,131.0,125.0,111.0,87.0,108.0,120.0,117.0,112.0,125.0,128.0,130.0,151.0,159.0,162.0,171.0,127.0,169.0,195.0,211.0,211.0,197.0,207.0,235.0,203.0,226.0,240.0,194.0,277.0,267.0,235.0,249.0,269.0,242.0,241.0,233.0,128.0,126.0,185.0,155.0,89.0,125.0,174.0,170.0,164.0,189.0,199.0,195.0,195.0,188.0,185.0,188.0,152.0,172.0,193.0,181.0,198.0,177.0,181.0,184.0,180.0,155.0,177.281,192.855,224.565,244.539,246.197,thousand metric tons,Nickel,Canada,CA,National,Mitchell,Annual Production
