ID,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Beer_Annual Production_GE,,,,63.0,65.0,48.0,79.0,97.0,126.0,234.0,257.0,273.0,284.0,476.0,,,,in thousands of hectolitres,Beer,Georgia,GE,National,Mitchell,Annual Production
