ID,1889,1899,1909,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Milk_Annual Production_CA,,,,,4979.0,5397.0,5492.0,5809.0,5980.0,6088.0,6112.0,5858.0,5764.0,5629.0,6088.0,6504.0,6349.0,6388.0,6555.0,6610.0,6859.0,6861.0,7176.0,7158.0,7007.0,7288.0,7592.0,7590.0,7642.0,7640.0,7317.0,7413.0,7158.0,7220.0,6950.0,6944.0,6944.0,7274.0,7497.0,7687.0,7696.0,7727.0,8016.0,7998.0,8057.0,8325.0,8346.0,8369.0,8402.0,8336.0,8345.0,8267.0,8337.0,8495.0,8314.0,7932.0,8026.0,7667.0,7633.0,7751.0,7693.0,7742.0,7615.0,7095.0,7855.0,8025.0,8258.0,8019.0,8096.0,7891.0,7925.0,7986.0,8229.0,7980.0,7900.0,7455.0,7633.0,7501.0,7750.0,7920.0,7890.0,8100.0,8200.0,8798.0,8090.0,8106.0,7964.0,8050.0,8000.0,8100.0,8041.0,8145.0,8140.0,8213.3,8243.0,in thousands of metric tons,Milk,Canada,CA,National,Mitchell,Annual Production
