ID,1899,1904,1909,1914,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Sulphuric Acid_Annual Production_CL,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,9.0,12.0,16.0,13.0,19.0,18.0,45.0,45.0,45.0,60.0,84.0,117.0,129.0,136.0,178.0,193.0,180.0,220.0,249.0,327.0,373.0,425.0,530.0,195.0,155.0,110.0,130.0,132.0,127.0,100.0,,,,,,,,,,,347.0,804.0,887.0,920.0,1174.0,1427.0,1518.0,1864.0,1983.0,2436.0,2363.0,2736.0,2720.0,2866.0,,,,,,thousands metric tons,Sulphuric Acid,Chile,CL,National,Mitchell,Annual Production
