ID,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Sugar Output_Annual Production_MX,,,,,,,,,,,,,,,,,,,,,,,55.0,49.0,54.0,144.0,71.0,66.0,68.0,69.0,75.0,68.0,82.0,100.0,102.0,95.0,93.0,115.0,99.0,125.0,122.0,136.0,146.0,157.0,145.0,104.0,102.0,103.0,108.0,115.0,118.0,111.0,128.0,137.0,165.0,163.0,192.0,184.0,167.0,181.0,216.0,263.0,229.0,187.0,190.0,268.0,305.0,279.0,307.0,330.0,294.0,330.0,420.0,412.0,390.0,373.0,376.0,490.0,612.0,645.0,740.0,816.0,868.0,894.0,979.0,1021.0,926.0,1198.0,1303.0,1414.0,1648.0,1528.0,1547.0,1943.0,2178.0,2333.0,2361.0,2677.0,2496.0,2744.0,2365.0,2562.0,2526.0,2821.0,2834.0,2727.0,2720.0,2728.0,3072.0,3078.0,2765.0,2586.0,2873.0,3108.0,3297.0,3489.0,4031.0,4061.0,3806.0,3698.0,3278.0,3365.0,3290.0,4212.0,3849.0,4588.0,4784.0,5048.0,5287.0,5030.0,4816.0,5614.0,5073.0,5442.0,4866.22,5164.55,5067.58,5208.94,5110.69,4949.27,5042.16,in thousand metric tons,Sugar Output,Mexico,MX,National,Mitchell,Annual Production
