ID,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Beer_Annual Production_CSK,,,,,4420.0,5889.0,6554.0,6123.0,7273.0,8581.0,9215.0,9713.0,9998.0,11062.0,11611.0,11417.0,10377.0,9556.0,7952.0,7996.0,7744.0,7562.0,8316.0,6283.0,6634.0,5989.0,6248.0,6273.0,5748.0,5585.0,7421.0,7426.0,8846.0,8160.0,9695.0,10779.0,11144.0,11438.0,10982.0,10204.0,10486.0,11099.0,12472.0,12577.0,13604.0,14093.0,14911.0,15705.0,16581.0,17827.0,18801.0,19375.0,19393.0,20066.0,20817.0,21178.0,22274.0,22498.0,22270.0,22138.0,22628.0,22629.0,22442.0,22058.0,23601.0,23393.0,23934.0,24912.0,24957.0,23768.0,22354.0,22789.0,22228.0,22670.0,23333.0,21966.0,20579.0,in thousands of hectolitres,Beer,Czechoslovakia,CSK,National,Mitchell,Annual Production
