ID,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Milk_Annual Production_DE,,,,,,,,,21315.0,22826.0,21508.0,23610.0,24226.0,24720.0,24450.0,24200.0,25400.0,25445.0,25120.0,25360.0,24440.0,,22531.0,22810.0,,,29063.0,28191.0,28200.0,27866.0,28607.0,28779.0,28702.0,28378.0,28334.0,28331.0,28191.0,27874.0,28350.0,28124.0,27600.0,27995.0,28402.8,28656.3,29198.7,29628.9,in thousands of tons,Milk,Germany,DE,National,Mitchell,Annual Production
