ID,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Milk_Annual Production_SI,380.0,480.0,577.0,608.0,593.0,599.0,634.0,649.0,630.0,634.0,706.0,642.0,651.0,654.0,659.031,642.262,666.472,653.682,625.521,in thousands of tons,Milk,Slovenia,SI,National,Mitchell,Annual Production
