ID,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Beer_Annual Production_NO,,,,,,,,,,,208.0,232.0,247.0,315.0,358.0,431.0,414.0,423.0,426.0,366.0,363.0,355.0,356.0,381.0,369.0,374.0,300.0,302.0,350.0,347.0,427.0,492.0,467.0,480.0,475.0,420.0,414.0,457.0,555.0,606.0,589.0,559.0,529.0,437.0,417.0,428.0,426.0,419.0,418.0,450.0,462.0,502.0,529.0,514.0,550.0,511.0,615.0,564.0,412.0,583.0,894.0,869.0,847.0,809.0,712.0,746.0,667.0,558.0,502.0,502.0,506.0,415.0,420.0,391.0,397.0,406.0,443.0,481.0,480.0,504.0,607.0,477.0,65.0,,2.0,25.0,446.0,518.0,471.0,550.0,598.0,664.0,687.0,651.0,655.0,750.0,764.0,759.0,782.0,817.0,843.0,904.0,874.0,977.0,981.0,1071.0,1137.0,1226.0,1338.0,1442.0,1517.0,1656.0,1687.0,1821.0,1869.0,1875.0,1875.0,1867.0,1926.0,1923.0,1974.0,2131.0,2013.0,1911.0,1944.0,1991.0,2134.0,2198.0,2238.0,2229.0,2281.0,,2273.0,,,2255.0,,2396.0,1833.0,2651.0,,2462.0,2377.0,,2352.0,2442.0,2410.0,,in thousands of hectolitres,Beer,Norway,NO,National,Mitchell,Annual Production
