ID,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Beer_Annual Production_BY,3389,2736,2146,1889,1518,2013,2413,2604,2728,2371,2174,2026,2056,2272,2715,3322,3556,in thousands of hectolitres,Beer,Belarus,BY,National,Mitchell,Annual Production
