ID,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Caustic Soda_Annual Production_BR,,,,,,,,,20.0,15.0,31.0,50.0,50.0,60.0,63.0,68.0,77.0,84.0,85.0,89.0,89.0,99.0,112.0,138.0,115.0,137.0,136.0,197.0,210.0,214.0,241.0,259.0,317.0,577.0,645.0,691.0,759.0,760.0,746.0,857.0,886.0,988.0,954.0,1007.0,1126.0,1105.0,1211.0,1238.0,1271.0,1273.0,1270.0,1322.0,1379.0,1356.0,1352.0,1353.0,1174.0,1206.0,1255.0,1296.71,1351.878,1375.175,1423.541,1342.353,thousands metric tons,Caustic Soda,Brazil,BR,National,Mitchell,Annual Production
