ID,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Beer_Annual Production_IE,,,,,,,,,,,3998.0,3741.0,3519.0,3370.0,3524.0,3710.0,3357.0,2861.0,3013.0,3034.0,3193.0,3089.0,2895.0,2365.0,2346.0,2240.0,2574.0,2110.0,2066.0,2319.0,2705.0,2746.0,2430.0,2708.0,2944.0,3035.0,3071.0,3089.0,3036.0,3130.0,3208.0,3385.0,3192.0,3253.0,3252.0,3391.0,3622.0,3461.0,3396.0,3463.0,3466.0,3478.0,3468.0,3774.0,3727.0,3885.0,4155.0,4200.0,4402.0,4492.0,5000.0,4300.0,4400.0,,,,,,4223.0,4214.0,4352.0,4479.0,4360.0,4624.0,5094.0,5236.0,,,,,8132.0,10765.0,12095.0,12580.0,,,,,,,,,,in thousands of hectolitres,Beer,Ireland,IE,National,Mitchell,Annual Production
