ID,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Sugar Output_Annual Production_EG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,27.0,47.0,55.0,55.0,56.0,55.0,74.0,73.0,58.0,64.0,26.0,31.0,35.0,41.0,65.0,46.0,65.0,42.0,26.0,35.0,55.0,49.0,55.0,75.0,69.0,76.0,99.0,102.0,80.0,76.0,57.0,67.0,111.0,96.0,72.0,80.0,96.0,72.0,91.0,109.0,107.0,122.0,147.0,170.0,155.0,137.0,132.0,138.0,160.0,162.0,160.0,175.0,159.0,190.0,167.0,173.0,180.0,196.0,222.0,191.0,175.0,195.0,188.0,229.0,271.0,319.0,312.0,299.0,306.0,329.0,337.0,364.0,321.0,356.0,382.0,404.0,366.0,363.0,379.0,408.0,491.0,515.0,515.0,593.0,651.0,611.0,550.0,668.0,668.0,634.0,668.0,662.0,677.0,749.0,782.0,780.0,887.0,959.0,992.0,1011.0,946.0,971.0,1064.0,1077.0,1093.0,6054.0,13822.0,13958.0,13725.0,14353.0,15254.0,15706.0,15572.0,15706.0,16245.5,16230.4,16317.3,16656.3,17014.3,16470.2,15482.2,15708.9,in thousand metric tons,Sugar Output,Egypt,EG,National,Mitchell,Annual Production
