ID,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Beer_Annual Production_US,7744.0,9035.0,10208.0,11264.0,11264.0,11147.0,11616.0,11499.0,11968.0,13024.0,15606.0,16779.0,19947.0,20886.0,22294.0,22528.0,24288.0,27104.0,28982.0,29451.0,32384.0,35787.0,37430.0,40598.0,39190.0,39424.0,42123.0,40481.0,44001.0,43062.0,46347.0,47638.0,52331.0,54795.0,56673.0,58081.0,64182.0,68758.0,68993.0,66059.0,69814.0,74273.0,72982.0,76620.0,77676.0,,,,59019.0,32502.0,10795.0,10795.0,7392.0,6219.0,5749.0,5884.0,5749.0,5163.0,4928.0,4576.0,4319.0,3681.0,3245.0,11496.0,44209.0,53069.0,60794.0,68932.0,66107.0,63210.0,64408.0,64785.0,74762.0,83225.0,95762.0,101458.0,99551.0,102912.0,106996.0,105292.0,104202.0,104400.0,105133.0,106111.0,108606.0,105356.0,106420.0,105463.0,104441.0,106744.0,110938.0,109704.0,113132.0,114943.0,120876.0,126739.0,128759.0,136770.0,137897.0,143920.0,157996.0,157354.0,164671.0,167789.0,179523.0,185389.0,179523.0,167789.0,195434.0,216155.0,227772.0,227303.0,228007.0,228945.0,228955.0,228960.0,230588.0,229321.0,231985.0,232510.0,236670.0,,237092.0,237345.0,237521.0,237942.0,238261.0,238492.0,238647.0,,,,,,,,,,in thousands of hectolitres,Beer,USA,US,National,Mitchell,Annual Production
