ID,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Beer_Annual Production_CZ,18982,17366,17876,17687,18057,18558,18290,17945,17796,17734,17987,18216,18596,18885,20134,18627,in thousands of hectolitres,Beer,Czech Republic,CZ,National,Mitchell,Annual Production
