ID,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Beer_Annual Production_PY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,4.6,4.6,7.1,13.0,11.0,7.7,7.2,7.7,7.8,7.8,10.0,16.0,23.0,31.0,35.0,28.0,39.0,40.0,32.0,41.0,53.0,57.0,55.0,52.0,45.0,52.0,53.0,55.0,51.0,64.0,62.0,82.0,86.0,85.0,97.0,103.0,114.0,157.0,175.0,164.0,181.0,208.0,253.0,301.0,332.0,451.0,514.0,591.0,621.0,632.0,696.0,717.0,753.0,768.0,887.0,918.0,903.0,1055.0,1076.0,1126.0,1163.0,1710.0,,,,,,,,,,,,,,,in thousands of hectolitres,Beer,Paraguay,PY,National,Mitchell,Annual Production
