ID,1827,1828,1831,1832,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Sugar Output_Annual Production_ID,2.1,4.4,6.7,7.6,58.0,56.0,64.0,66.0,74.0,78.0,80.0,84.0,88.0,86.0,102.0,100.0,100.0,106.0,104.0,102.0,112.0,122.0,126.0,122.0,130.0,134.0,132.0,134.0,130.0,142.0,150.0,154.0,156.0,162.0,172.0,174.0,196.0,200.0,204.0,203.0,230.0,249.0,229.0,238.0,221.0,288.0,297.0,330.0,401.0,387.0,391.0,409.0,388.0,367.0,423.0,435.0,455.0,502.0,531.0,582.0,534.0,586.0,725.0,762.0,744.0,804.0,897.0,945.0,1055.0,1039.0,1068.0,1210.0,1242.0,1242.0,1280.0,1467.0,1406.0,1466.0,1405.0,1319.0,1630.0,1822.0,1778.0,1336.0,1578.0,1681.0,1820.0,1805.0,2012.0,2321.0,1991.0,2431.0,2983.0,2971.0,3007.0,2867.0,2639.0,1399.0,645.0,516.0,592.0,1415.0,1400.0,1576.0,1706.0,1311.0,683.0,497.0,84.0,25.0,25.0,8.0,45.0,223.0,277.0,531.0,660.0,869.0,968.0,1152.0,1036.0,951.0,897.0,973.0,793.0,783.0,697.0,761.0,805.0,925.0,804.0,865.0,760.0,952.0,938.0,1053.0,1132.0,970.0,1312.0,1253.0,1300.0,1386.0,1395.0,1562.0,1443.0,1701.0,1863.0,1880.0,1738.0,1867.0,2113.0,2178.0,1910.0,2108.0,2218.0,2215.0,2300.0,2483.0,2371.0,2462.0,2120.0,2189.0,1493.0,1490.0,1685.0,1850.0,2150.0,2450.0,2675.0,2930.0,2920.0,2530.0,2600.0,2650.0,2650.0,in thousand metric tons,Sugar Output,Indonesia,ID,National,Mitchell,Annual Production
