ID,1860,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Sulphuric Acid_Annual Production_BE,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,165.0,,,,,,,,,,,,,420.0,,,,,,,,,,,,462.0,,,,496.0,585.0,396.0,344.0,,625.0,,,,749.0,,,,,,,122.0,545.0,729.0,829.0,780.0,880.0,934.0,846.0,767.0,966.0,1143.0,1116.0,1073.0,1133.0,1249.0,1423.0,1322.0,1233.0,1249.0,1348.0,1488.0,1362.0,1484.0,1746.0,1837.0,1794.0,1932.0,2460.0,2595.0,2590.0,1844.0,1891.0,2011.0,2112.0,2299.0,2151.0,1974.0,1718.0,1898.0,2247.0,2107.0,1957.0,2069.0,2136.0,1956.0,1906.0,1936.0,1906.0,1593.0,717.0,673.0,678.0,668.0,596.0,709.0,721.0,723.0,705.0,623.0,thousand metric tons,Sulphuric Acid,Belgium,BE,National,Mitchell,Annual Production
