ID,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Milk_Annual Production_KZ,5210.0,5490.0,5252.0,4576.0,3584.0,3295.0,3364.0,3535.0,3686.0,3878.0,4061.0,4265.0,4499.0,4650.0,4891.9,5038.1,5162.7,5269.03,5347.54,in thousands of tons,Milk,Kazakhstan,KZ,National,Mitchell,Annual Production
