ID,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Sulphuric Acid_Annual Production_FI,,,1.2,7.8,10.0,11.0,11.0,11.0,21.0,19.0,15.0,12.0,15.0,18.0,20.0,22.0,24.0,25.0,29.0,27.0,25.0,14.0,18.0,26.0,26.0,30.0,54.0,61.0,66.0,89.0,94.0,117.0,120.0,135.0,133.0,133.0,153.0,163.0,148.0,168.0,187.0,229.0,238.0,333.0,356.0,383.0,480.0,549.0,597.0,678.0,843.0,783.0,1004.0,937.0,1229.0,1034.0,1016.0,982.0,849.0,1048.0,1039.0,1058.0,1032.0,1145.0,1165.0,1207.0,1100.0,870.0,1179.0,1129.0,1010.0,1015.0,1087.0,1179.0,1084.0,1159.0,1288.0,2182.0,2496.0,2857.0,1211.0,914.0,854.0,1035.0,thousand metric tons,Sulphuric Acid,Finland,FI,National,Mitchell,Annual Production
