ID,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Milk_Annual Production_AZ,800.0,700.0,784.0,827.0,843.0,882.0,947.0,993.0,1014.0,1055.0,1100.0,1147.0,1189.0,1227.0,1272.97,1314.07,1354.87,1460.09,1500.43,in thousands of tons,Milk,Azerbaijan,AZ,National,Mitchell,Annual Production
