ID,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Crude Petroleum_Annual Production_AO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,10.0,51.0,51.0,67.0,104.0,471.0,800.0,905.0,655.0,631.0,537.0,750.0,2458.0,5065.0,5721.0,7057.0,8154.0,8541.0,7791.0,7564.0,7062.0,6469.0,7200.0,7428.0,7158.0,6400.0,8790.0,10074.0,11452.0,13926.0,17506.0,22320.0,22642.0,23553.0,24731.0,26544.0,25346.0,27193.0,32132.0,34777.0,35149.0,36382.0,36853.0,36705.0,36469.0,44758.0,43733.0,49442.66,62314.0,70494.0,84908.0,95302.0,thousand metric tons,Crude Petroleum,Angola,AO,National,Mitchell,Annual Production
