ID,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Beer_Annual Production_HR,2248,2720,2481,3122,3166,3292,3607,3759,3663,3847,3799,3624,3679,3606,3496,3689,3810,in thousands of hectolitres,Beer,Croatia,HR,National,Mitchell,Annual Production
