ID,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Milk_Annual Production_LT,2245.0,2500.0,2559.0,2670.0,2441.0,2400.0,2378.0,2411.0,1713.0,1718.0,1765.0,1789.0,1842.0,1300.0,1884.63,1931.22,1950.36,1786.95,1732.3,in thousands of tons,Milk,Lithuania,LT,National,Mitchell,Annual Production
