ID,1917,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,Unit,Technology Name,Country Name,Country Code,Spatial Scale,Data Source,Metric
Beer_Annual Production_NG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,26.0,31.0,38.0,64.0,78.0,80.0,101.0,109.0,140.0,202.0,219.0,239.0,209.0,446.0,546.0,573.0,632.0,606.0,709.0,878.0,1052.0,1314.0,1649.0,2360.0,2477.0,2996.0,3160.0,3150.0,4694.0,5004.0,3994.0,8185.0,8376.0,7516.0,7355.0,8052.0,10160.0,6695.0,9167.0,8179.0,7877.0,8108.0,11438.0,16860.0,,,,,,,,,,,,,,,in thousand hectolitres,Beer,Nigeria,NG,National,Mitchell,Annual Production
